dest_mac,src_mac,eth_proto,IPV4,Protocol,version,header_length,ttl,src,target,packet_data9,packet_data10,packet_data11,packet_data12,packet_data13,packet_data14,packet_data15
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721256499,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721257959,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721259419,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721260879,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721262339,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721263799,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721265259,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721266719,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.50.201.195,57840,443,1721266719,30150496,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",\xc7\x67\x00\x0e\x7f\x2c\xbb\xa4\x13\xab\x10\x74\xa1\xb7\x6b\xec\x6e\xdf\x69\xcf\x44\x34\xf8\x4a\x2c\x6f\xea\x7e\x58\x5f\x4c\xe3\x04\xc7\x85\x9a\x18\x1c\xa8\x36\x8e\x93\xda\xc1\xce\x8e\x17\xb6\x7f\x84\xbc\xd9\x2f\xa1\xfc\x8a\xae\xe6\xf5\x5f\x3d\x8d\xba\xf0\xd2\xaa\xba\x31\xc9\x45\x95\x24\x50\x21\x93\xe5\xfb\x9f\xe3\x9d\xf3\x5e\xad\xd9\xe9\xc1\x4d\x3c\xaa\x12\x34\x6c\x34\xb1\x71\xef\x72\x46\xdb\x40\x4b\xd9\x77\x98\x64\x6e\x62\x7a\xae\xe8\x8d\x67\x82\x84\x62\x1d\xea\xd1\xe4\xb2\x47\x7d\x57\xcd\xce\xf4\x0e\x7c\xd3\xf1\x75\xb2\x06\x35\xc0\x4e\x34\x17\xd9\x59\xab\xa3\x9d\x3e\x73\x56\xc6\xa1\x63\x4c\x21\x04\xd7\x8c\xe2\x54\x1e\x47\x30\x08\x15\x1f\x8c\xe2\x06\xbf\x6a\xb8\x92\xc9\x20\x49\xe8\xd4\x49\xa4\x62\x15\x23\xe8\xeb\x34\xe3\x10\x19\x61\x5d\x35\xc5\xc6\xc6\x48\xdb\x13\x89\x10\x79\x1b\x04\x18\x86\x70\x03\x58\xfc\xf3\xc8\x9b\xc5\xe5\xb4\xe6\xdb\x12\x3f\x96\xc5\xd2\x22\x8f\x9d\x12\x33\xfe\xea\x40\x5b\xff\xb9\x79\xb1\x34\x8a\xe4\x44\x5c\xf0\x7a\xb9\x24\x88\x28\xdc\xf7\x96\x70\x74\xdc\x2c\x27\x3d\xce\x40\x20\x43\x1e\x3a\xe8\xc3\x9f\x4e\x00\x34\x8b\x76\xd4\x8f\x1e\x1e\x4f\x4d\x51\xcc\x5f\x46\xc3\x84\x53\xda\xdc\xf1\x78\x15\xab\x37\x78\xfb\xed\x93\x9c\xcd\xd4\xd1\xa8\xb8\x55\xbe\x78\x8a\x20\xb4\xa4\x29\x19\xa7\xab\x73\x18\xe4\x54\xc7\x3b\x0c\x0e\x70\x58\x66\xa6\xf8\x67\xb5\xf4\x67\x24\x35\x58\x15\x9d\x4d\xc8\xc6\xa6\xd9\x66\x7e\x50\x0f\xc7\x39\xbb\x91\x19\x8f\x85\xda\xac
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.50.201.195,57840,443,1721267065,30150496,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",\x17\x03\x03\x02\x4c\xf4\x07\x75\x89\x89\xe4\x56\x29\x5c\xb4\xb0\x49\xb8\x74\x40\x24\xd6\xf8\x32\x91\x49\xbc\xf9\xb6\xd4\xa6\xde\x3b\x3f\x72\x6c\x0a\x5c\x6a\xf5\x93\xf9\x3c\x76\xec\xe3\x8f\xee\x6a\xdf\xe4\x80\x77\xaf\x5e\x4f\xb9\x03\x5b\xee\x74\x4d\xf4\x38\x6c\xfd\x11\xe6\xbc\xaa\xb1\x66\x8e\x7c\x02\xdd\x94\x76\x20\xde\x1b\xb5\x8a\xa6\xff\x82\x49\x76\x10\x7d\xa9\xee\x4a\x5a\xad\xf1\xb9\x93\xdd\x5f\x7a\x39\x8b\x85\x62\x8f\xee\x21\xd3\xdb\x78\x41\xe1\x40\xb0\xee\x15\x1e\x12\x87\x68\x4d\x6d\x39\x1f\x43\x32\xe4\xc2\x7b\xd6\x88\x59\x11\x40\x22\xea\x9e\x81\x8e\x9d\x80\x45\xa9\x94\xe1\x8c\x9d\xfb\x38\xce\x97\xa1\xe2\x14\xe0\x62\xde\xcc\xeb\x15\x45\x37\x22\x6e\xf1\x5e\x3a\xde\xd4\x8d\x23\x45\x03\xab\xd4\x32\x4e\xb3\x73\x8a\x03\x93\x9c\x5d\x45\x56\x4c\x32\xd2\x24\x90\x3b\x1e\xab\x77\xd0\x2f\x9e\x33\xc1\x71\x40\x73\x14\x2a\x5b\xbe\x82\x95\xfe\x5f\x90\x9e\x68\x87\x0f\x10\xd2\xf4\xcc\x61\xae\x3e\xb7\x80\xc0\x3d\xb5\x55\x4e\xff\xab\x17\x6d\xe9\xe0\x97\x26\xad\xb3\x0b\x36\xcb\x68\xec\x44\x0d\xc9\xd2\xfa\x7b\x44\x50\x94\x03\x63\xd8\xb3\xbb\xdb\x04\x84\x33\xe6\x1b\x76\x6c\x89\x07\x84\xc0\x76\x49\x2d\x52\x09\xbd\xbf\x60\x1d\x1a\xc3\xf6\x74\xbd\x38\x5b\xfe\x03\xda\xf7\xee\xb6\xc7\x2c\x2e\x2e\x2d\xf6\xe0\x8d\x78\xd6\xe2\xe8\xa2\x38\x8d\x7a\x11\x99\x4a\xdf\xa3\x76\x7f\xd9\xca\x2c\x1a\x93\xe3\x63\x2b\x4d\xca\x8a\xfb\xef\x45\xaf\x1d\x6e\x3a\x32\x10\xf3\x4f\x5c\x52\xd8\xa8\x54\x35\x63\x94\x33\xad\xeb\xbe\x6a\xfa\x97\x42\xda\x71\xa9\xd2\x07\x08\xe9\x00\xcc\xee\xf1\x1e\xa0\x62\xe7\x15\xbe\x47\xf8\x68\x3d\x03\xd9\xb5\x4a\xfe\x13\x6e\xb7\x8d\x60\xb8\x70\x45\x21\x80\xe5\x28\x47\xe4\xb9\x15\x56\x7a\x9b\x0e\x60\x95\x49\xe5\xc6\xaf\x74\xd5\xb0\x55\x84\xc8\x65\xd4\x6b\x2a\x36\x2b\x47\xbd\xb3\x3e\x98\xa7\x0d\x16\x78\xd5\x2f\x95\xdb\x5d\x35\x15\xf3\xcb\x60\x27\x98\x26\xad\x38\x2a\x16\xdf\x72\x44\xa6\x1e\x1b\xe5\x63\x0b\x6c\x99\x0e\xcc\xc4\x83\xd0\xc2\xbc\xce\xe9\x07\x99\xe5\x41\xfd\x08\x82\x40\x68\x58\x4e\x79\xa0\x7e\x5c\xee\x87\x8f\x6c\x3f\x57\xe3\xd0\xa9\x26\x14\xa7\x82\xf6\xd4\x00\x0d\x54\x29\xf5\x19\xc6\x08\x40\x88\x2e\xf5\xe7\xd0\x84\x80\xa5\x73\xd1\xfd\xe5\x17\xca\xa8\x4d\xe2\xe3\xb3\xd5\x4e\x48\xc6\x51\x1b\xc3\x2f\xc0\x27\x63\x38\xa5\x68\x5b\x28\x97\x90\xd0\xc8\x4e\x04\x73\x31\x26\x12\xee\xd9\xe9\x78\x28\x96\x1b\xa4\x7d\xff\x31\x3c\x60\x23\x6d\x4c\x6f\x84\xe9\x03\x45\xc3\xd2\x79\xb2\xbf\xf3\x0e\xba\x23\x05\x2f\x70\xe8\x52\xe1\x24\x41\xa0\xe4\x76\x19\xdd\xe1
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721267065,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721267658,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150496,1721267658,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",\x17\x03\x03\x00\x62\x86\x19\x5b\xbe\xaa\x80\xda\x89\xad\x7b\xc5\x89\xa1\xa5\x4d\x8c\xf9\x82\x80\x5a\xe2\x97\xf0\x51\xa6\xfe\x8d\xf8\xe9\xc1\xc0\x48\xab\xf5\xb9\xa6\x6d\x25\x2e\xb5\xfd\x5d\x36\x4f\x70\x3b\x7d\xd9\x45\x76\xe2\x55\x9d\x50\x57\xaa\xfe\x86\x55\x9e\x81\x4c\x39\x1f\x1d\xf1\x5f\xf3\xe2\xfd\x99\x72\xc7\x2d\xc5\x1f\x98\x4f\xe3\xb0\x72\x0e\x15\x8f\x39\x08\x35\x30\x57\xf5\x68\xf9\xb2\xc7\x2a\x05\x50\x4a\x17\x03\x03\x00\x39\xd8\xa5\x4a\x57\xf5\x57\x1c\x6e\x69\xa6\x78\x31\x33\x74\xa3\xb2\x48\xdb\xe8\x96\x0d\x49\xb0\x36\x84\x6c\x5d\xa1\xc7\xee\x4c\xd4\xc2\xcb\x58\xb9\x5f\xa5\x59\xd9\x36\xb9\x31\x5b\x1a\x97\xfe\x75\x27\xbb\x78\x59\x37\x82\xfc\xf0\xe5
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.50.201.195,57840,443,1721267658,30150661,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",\x17\x03\x03\x00\x1a\xa2\x61\xaa\x96\x41\xa3\x6f\xf2\x74\x09\xe8\xce\x7b\xd0\x4e\xc6\x76\xe1\xa8\xa1\xed\x1c\x82\x7e\xd8\xca
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150661,1721267689,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",\x00\x00\x00\x00\x00\x00
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150661,1721267689,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",\x17\x03\x03\x00\x1a\x95\x50\xbb\xb6\xa6\x66\xef\xd0\x9f\x3f\x95\x52\x08\xa3\xaf\x03\x04\x69\x24\xc2\x05\x25\xa9\x70\xf3\x34
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.50.201.195,57840,443,1721267689,30150692,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",
08:00:27:40:3B:D0,52:54:00:12:35:02,8,IPV4,TCP,4,20,64,20.50.201.195,10.0.2.15,443,57840,30150692,1721267689,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",\x17\x03\x03\x01\x19\x5e\x31\xd6\x1b\xe5\x93\xad\x8e\x0c\xda\xae\xf4\x2f\xda\xc2\x0a\xa3\xc8\xac\xfa\x6a\xe8\x77\xd6\x3f\x68\xb1\xc1\x25\x91\xe7\x09\x77\x25\xaa\x9c\xb1\x9a\xe2\x7c\xc8\x83\x84\x31\xf2\x3e\x17\xb8\x3b\x0b\x06\x3e\x1d\xbd\x16\x50\x7c\x6f\x9e\x63\x5b\x6e\x2f\x22\xd9\xdc\x54\xb5\xcb\xdb\x18\x69\xbf\x0e\x6e\x85\xba\x68\xe3\x55\x46\xf7\x21\x0c\x93\x09\xd8\xed\x9a\x6c\x00\x51\xa3\x02\xe9\x33\x31\xd9\x15\x4d\x15\x51\xfc\x89\xa2\x1e\xef\xb1\x74\x0e\x06\x8f\xd3\x5a\xf5\xc4\x13\xfb\x8f\xf2\x33\x25\xb3\x8a\xe3\xcf\xc4\x28\x8b\x3b\x97\x1e\x8c\x68\x58\x7c\x96\x02\x87\x49\x0b\x7e\xc9\x98\x7f\xa2\x4e\xd3\xc6\x18\x3d\x13\xb5\x0f\xfc\xca\x26\x86\x1c\x2d\xeb\xfa\x9d\xc6\x1a\x34\x1c\xa2\x82\x33\x2b\x06\x6b\xfc\xd5\x84\x84\xa2\xd4\x4e\x60\x91\x79\x3c\xd1\x48\xa7\x24\xfd\xf4\x41\x7f\xd1\xf3\x64\x50\xcb\x52\xd5\xde\x24\xf8\x09\xaf\xdc\xbd\x42\x55\x8f\x57\x10\x55\xba\xfa\x46\xce\xdc\x8c\x01\x4b\x6c\xce\xfb\x65\x6b\x99\x66\xa7\xfe\x70\x92\x67\x68\xe5\x41\xcd\xec\x1c\xe6\xb5\x29\x2e\x41\xf0\x72\x1b\xd9\x47\x01\x6b\xff\x1b\x8b\x50\xaa\x3d\x3f\xb5\x43\xa0\x62\xaa\x93\x50\x2f\x1e\x45\xc3\x22\xd8\xbf\xfd\x92\x61\xc3\x8f\xde\x84\x37\x2c\x2f
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.50.201.195,57840,443,1721267689,30150978,"URG: 0, ACK: 1, PSH: 0, RST: 0, SYN: 0, FIN: 0",
52:54:00:12:35:02,08:00:27:40:3B:D0,8,IPV4,TCP,4,20,64,10.0.2.15,20.50.201.195,57840,443,1721267689,30150978,"URG: 0, ACK: 1, PSH: 1, RST: 0, SYN: 0, FIN: 0",\x17\x03\x03\x00\x70\xfa\x63\xdd\xce\x36\x88\x7f\xdf\x82\x3e\xd0\x36\x3d\xf8\x8e\x26\x26\x65\xc9\x44\xa8\x24\x10\x94\x80\x6e\xfc\x59\x9a\xe6\x0e\x55\x7a\xb9\x51\x44\x61\x4d\x33\x8d\x12\x69\x67\xbe\x5c\x45\xba\x24\x35\x2e\xdb\xd5\xff\x8b\x03\x8e\xf9\xad\xfb\xc1\xc7\xe1\xb9\xb0\x38\x14\xeb\x69\x49\xc2\xe3\x8e\x97\xd2\xc8\x83\xce\xb7\x80\x9c\xf0\x36\x83\x09\xdf\x4c\xc0\x93\x59\x62\xe7\x85\xca\x73\x3d\x44\x87\x5b\x6f\x9b\xf9\xfe\xa7\x1f\xe7\xd5\x2d\x6d\xf7\xe0\xaf\x8e
